2.15, 145, 82, 234
2.16, 147, 82, 234
2.17, 149, 82, 234
2.18, 151, 83, 234
2.19, 153, 83, 234
2.2, 155, 83, 234
2.21, 157, 84, 234
2.22, 159, 84, 234
2.23, 161, 84, 234
2.24, 164, 85, 235
2.25, 165, 85, 235
2.26, 166, 85, 235
2.27, 168, 85, 235
2.28, 169, 85, 235
2.29, 171, 85, 235
2.3, 172, 85, 235
2.31, 174, 85, 235
2.32, 175, 86, 235
2.33, 177, 86, 235
2.34, 178, 86, 235
2.35, 180, 86, 235
2.36, 181, 86, 235
2.37, 183, 86, 235
2.38, 184, 86, 235
2.39, 186, 87, 235
2.4, 187, 87, 234
2.41, 188, 87, 234
2.42, 190, 87, 234
2.43, 191, 88, 234
2.44, 193, 88, 234
2.45, 194, 88, 234
2.46, 196, 88, 234
2.47, 197, 89, 234
2.48, 199, 89, 234
2.49, 200, 89, 234
2.5, 202, 89, 234
